pos,role,table,split,row_id,node_idx,column,sem_type,value_seen_by_model,row_timestamp,f2p_edges,is_target,is_mask
856,FULL_ONLY,races,Db,589,36890,year of races,number,number_z=0.19629,1996-06-30,circuits:Db#7,False,False
857,FULL_ONLY,races,Db,589,36890,round of races,number,number_z=0.099609,1996-06-30,circuits:Db#7,False,False
858,FULL_ONLY,races,Db,589,36890,name of races,text,French Grand Prix,1996-06-30,circuits:Db#7,False,False
859,FULL_ONLY,races,Db,589,36890,date of races,datetime,1996-06-30,1996-06-30,circuits:Db#7,False,False
860,FULL_ONLY,races,Db,589,36890,time of races,text,00:00:00,1996-06-30,circuits:Db#7,False,False
861,DRIVER_NBR_INDIRECT,qualifying,Db,1407,27893,number of qualifying,number,number_z=-0.39844,2000-03-11,races:Db#646; drivers:Db#20; constructors:Db#21,False,False
862,DRIVER_NBR_INDIRECT,qualifying,Db,1407,27893,position of qualifying,number,number_z=-0.35742,2000-03-11,races:Db#646; drivers:Db#20; constructors:Db#21,False,False
863,DRIVER_NBR_INDIRECT,qualifying,Db,1407,27893,date of qualifying,datetime,2000-03-11,2000-03-11,races:Db#646; drivers:Db#20; constructors:Db#21,False,False
864,FULL_ONLY,races,Db,646,36947,year of races,number,number_z=0.39258,2000-03-12,circuits:Db#0,False,False
865,FULL_ONLY,races,Db,646,36947,round of races,number,number_z=-1.4766,2000-03-12,circuits:Db#0,False,False
866,FULL_ONLY,races,Db,646,36947,name of races,text,Australian Grand Prix,2000-03-12,circuits:Db#0,False,False
867,FULL_ONLY,races,Db,646,36947,date of races,datetime,2000-03-12,2000-03-12,circuits:Db#0,False,False
868,FULL_ONLY,races,Db,646,36947,time of races,text,00:00:00,2000-03-12,circuits:Db#0,False,False
869,DRIVER_NBR_INDIRECT,standings,Db,24716,88198,points of standings,number,number_z=-0.35156,2001-04-01,races:Db#665; drivers:Db#20,False,False
870,DRIVER_NBR_INDIRECT,standings,Db,24716,88198,position of standings,number,number_z=-0.66406,2001-04-01,races:Db#665; drivers:Db#20,False,False
871,DRIVER_NBR_INDIRECT,standings,Db,24716,88198,wins of standings,number,number_z=-0.27148,2001-04-01,races:Db#665; drivers:Db#20,False,False
872,DRIVER_NBR_INDIRECT,standings,Db,24716,88198,date of standings,datetime,2001-04-01,2001-04-01,races:Db#665; drivers:Db#20,False,False
873,FULL_ONLY,races,Db,665,36966,year of races,number,number_z=0.44336,2001-04-01,circuits:Db#17,False,False
874,FULL_ONLY,races,Db,665,36966,round of races,number,number_z=-1.0781,2001-04-01,circuits:Db#17,False,False
875,FULL_ONLY,races,Db,665,36966,name of races,text,Brazilian Grand Prix,2001-04-01,circuits:Db#17,False,False
876,FULL_ONLY,races,Db,665,36966,date of races,datetime,2001-04-01,2001-04-01,circuits:Db#17,False,False
877,FULL_ONLY,races,Db,665,36966,time of races,text,00:00:00,2001-04-01,circuits:Db#17,False,False
878,DRIVER_NBR_INDIRECT,standings,Db,23341,86823,points of standings,number,number_z=-0.26562,1997-05-11,races:Db#601; drivers:Db#20,False,False
879,DRIVER_NBR_INDIRECT,standings,Db,23341,86823,position of standings,number,number_z=-0.54297,1997-05-11,races:Db#601; drivers:Db#20,False,False
880,DRIVER_NBR_INDIRECT,standings,Db,23341,86823,wins of standings,number,number_z=-0.27148,1997-05-11,races:Db#601; drivers:Db#20,False,False
881,DRIVER_NBR_INDIRECT,standings,Db,23341,86823,date of standings,datetime,1997-05-11,1997-05-11,races:Db#601; drivers:Db#20,False,False
882,FULL_ONLY,races,Db,601,36902,year of races,number,number_z=0.24512,1997-05-11,circuits:Db#5,False,False
883,FULL_ONLY,races,Db,601,36902,round of races,number,number_z=-0.6875,1997-05-11,circuits:Db#5,False,False
884,FULL_ONLY,races,Db,601,36902,name of races,text,Monaco Grand Prix,1997-05-11,circuits:Db#5,False,False
885,FULL_ONLY,races,Db,601,36902,date of races,datetime,1997-05-11,1997-05-11,circuits:Db#5,False,False
886,FULL_ONLY,races,Db,601,36902,time of races,text,00:00:00,1997-05-11,circuits:Db#5,False,False
887,DRIVER_NBR_INDIRECT,qualifying,Db,921,27407,number of qualifying,number,number_z=0.16113,1996-05-18,races:Db#586; drivers:Db#20; constructors:Db#17,False,False
888,DRIVER_NBR_INDIRECT,qualifying,Db,921,27407,position of qualifying,number,number_z=1.0703,1996-05-18,races:Db#586; drivers:Db#20; constructors:Db#17,False,False
889,DRIVER_NBR_INDIRECT,qualifying,Db,921,27407,date of qualifying,datetime,1996-05-18,1996-05-18,races:Db#586; drivers:Db#20; constructors:Db#17,False,False
890,FULL_ONLY,races,Db,586,36887,year of races,number,number_z=0.19629,1996-05-19,circuits:Db#5,False,False
891,FULL_ONLY,races,Db,586,36887,round of races,number,number_z=-0.49023,1996-05-19,circuits:Db#5,False,False
892,FULL_ONLY,races,Db,586,36887,name of races,text,Monaco Grand Prix,1996-05-19,circuits:Db#5,False,False
893,FULL_ONLY,races,Db,586,36887,date of races,datetime,1996-05-19,1996-05-19,circuits:Db#5,False,False
894,FULL_ONLY,races,Db,586,36887,time of races,text,00:00:00,1996-05-19,circuits:Db#5,False,False
895,DRIVER_NBR_INDIRECT,qualifying,Db,1343,27829,number of qualifying,number,number_z=-0.51172,1999-03-06,races:Db#630; drivers:Db#20; constructors:Db#21,False,False
896,DRIVER_NBR_INDIRECT,qualifying,Db,1343,27829,position of qualifying,number,number_z=-0.67578,1999-03-06,races:Db#630; drivers:Db#20; constructors:Db#21,False,False
897,DRIVER_NBR_INDIRECT,qualifying,Db,1343,27829,date of qualifying,datetime,1999-03-06,1999-03-06,races:Db#630; drivers:Db#20; constructors:Db#21,False,False
898,DRIVER_NBR_INDIRECT,results,Db,17145,54547,number of results,number,number_z=-0.71484,2001-04-29,races:Db#667; drivers:Db#20; constructors:Db#21,False,False
899,DRIVER_NBR_INDIRECT,results,Db,17145,54547,grid of results,number,number_z=1.0859,2001-04-29,races:Db#667; drivers:Db#20; constructors:Db#21,False,False
900,DRIVER_NBR_INDIRECT,results,Db,17145,54547,position of results,number,number_z=1.25,2001-04-29,races:Db#667; drivers:Db#20; constructors:Db#21,False,False
901,DRIVER_NBR_INDIRECT,results,Db,17145,54547,positionOrder of results,number,number_z=0.14844,2001-04-29,races:Db#667; drivers:Db#20; constructors:Db#21,False,False
902,DRIVER_NBR_INDIRECT,results,Db,17145,54547,points of results,number,number_z=-0.45117,2001-04-29,races:Db#667; drivers:Db#20; constructors:Db#21,False,False
903,DRIVER_NBR_INDIRECT,results,Db,17145,54547,laps of results,number,number_z=0.57031,2001-04-29,races:Db#667; drivers:Db#20; constructors:Db#21,False,False
904,DRIVER_NBR_INDIRECT,results,Db,17145,54547,statusId of results,number,number_z=-0.20996,2001-04-29,races:Db#667; drivers:Db#20; constructors:Db#21,False,False
905,DRIVER_NBR_INDIRECT,results,Db,17145,54547,date of results,datetime,2001-04-29,2001-04-29,races:Db#667; drivers:Db#20; constructors:Db#21,False,False
906,FULL_ONLY,races,Db,667,36968,year of races,number,number_z=0.44336,2001-04-29,circuits:Db#3,False,False
907,FULL_ONLY,races,Db,667,36968,round of races,number,number_z=-0.6875,2001-04-29,circuits:Db#3,False,False
908,FULL_ONLY,races,Db,667,36968,name of races,text,Spanish Grand Prix,2001-04-29,circuits:Db#3,False,False
909,FULL_ONLY,races,Db,667,36968,date of races,datetime,2001-04-29,2001-04-29,circuits:Db#3,False,False
910,FULL_ONLY,races,Db,667,36968,time of races,text,00:00:00,2001-04-29,circuits:Db#3,False,False
911,DRIVER_NBR_INDIRECT,standings,Db,24136,87618,points of standings,number,number_z=-0.013794,1999-07-25,races:Db#638; drivers:Db#20,False,False
912,DRIVER_NBR_INDIRECT,standings,Db,24136,87618,position of standings,number,number_z=-0.78516,1999-07-25,races:Db#638; drivers:Db#20,False,False
913,DRIVER_NBR_INDIRECT,standings,Db,24136,87618,wins of standings,number,number_z=-0.27148,1999-07-25,races:Db#638; drivers:Db#20,False,False
914,DRIVER_NBR_INDIRECT,standings,Db,24136,87618,date of standings,datetime,1999-07-25,1999-07-25,races:Db#638; drivers:Db#20,False,False
915,FULL_ONLY,races,Db,638,36939,year of races,number,number_z=0.34375,1999-07-25,circuits:Db#69,False,False
916,FULL_ONLY,races,Db,638,36939,round of races,number,number_z=0.099609,1999-07-25,circuits:Db#69,False,False
917,FULL_ONLY,races,Db,638,36939,name of races,text,Austrian Grand Prix,1999-07-25,circuits:Db#69,False,False
918,FULL_ONLY,races,Db,638,36939,date of races,datetime,1999-07-25,1999-07-25,circuits:Db#69,False,False
919,FULL_ONLY,races,Db,638,36939,time of races,text,00:00:00,1999-07-25,circuits:Db#69,False,False
920,DRIVER_NBR_INDIRECT,standings,Db,25663,89145,points of standings,number,number_z=-0.098145,2003-09-14,races:Db#710; drivers:Db#20,False,False
921,DRIVER_NBR_INDIRECT,standings,Db,25663,89145,position of standings,number,number_z=-0.54297,2003-09-14,races:Db#710; drivers:Db#20,False,False
922,DRIVER_NBR_INDIRECT,standings,Db,25663,89145,wins of standings,number,number_z=0.73438,2003-09-14,races:Db#710; drivers:Db#20,False,False
923,DRIVER_NBR_INDIRECT,standings,Db,25663,89145,date of standings,datetime,2003-09-14,2003-09-14,races:Db#710; drivers:Db#20,False,False
924,FULL_ONLY,races,Db,710,37011,year of races,number,number_z=0.53906,2003-09-14,circuits:Db#13,False,False
925,FULL_ONLY,races,Db,710,37011,round of races,number,number_z=1.0859,2003-09-14,circuits:Db#13,False,False
926,FULL_ONLY,races,Db,710,37011,name of races,text,Italian Grand Prix,2003-09-14,circuits:Db#13,False,False
927,FULL_ONLY,races,Db,710,37011,date of races,datetime,2003-09-14,2003-09-14,circuits:Db#13,False,False
928,FULL_ONLY,races,Db,710,37011,time of races,text,00:00:00,2003-09-14,circuits:Db#13,False,False
929,DRIVER_NBR_INDIRECT,qualifying,Db,1977,28463,number of qualifying,number,number_z=-0.39844,2004-05-22,races:Db#718; drivers:Db#20; constructors:Db#14,False,False
930,DRIVER_NBR_INDIRECT,qualifying,Db,1977,28463,position of qualifying,number,number_z=-0.038818,2004-05-22,races:Db#718; drivers:Db#20; constructors:Db#14,False,False
931,DRIVER_NBR_INDIRECT,qualifying,Db,1977,28463,date of qualifying,datetime,2004-05-22,2004-05-22,races:Db#718; drivers:Db#20; constructors:Db#14,False,False
932,DRIVER_NBR_INDIRECT,standings,Db,25574,89056,points of standings,number,number_z=-0.098145,2003-07-06,races:Db#706; drivers:Db#20,False,False
933,DRIVER_NBR_INDIRECT,standings,Db,25574,89056,position of standings,number,number_z=-0.60547,2003-07-06,races:Db#706; drivers:Db#20,False,False
934,DRIVER_NBR_INDIRECT,standings,Db,25574,89056,wins of standings,number,number_z=0.73438,2003-07-06,races:Db#706; drivers:Db#20,False,False
935,DRIVER_NBR_INDIRECT,standings,Db,25574,89056,date of standings,datetime,2003-07-06,2003-07-06,races:Db#706; drivers:Db#20,False,False
936,DRIVER_NBR_INDIRECT,results,Db,16038,53440,number of results,number,number_z=-0.84766,1998-04-12,races:Db#616; drivers:Db#20; constructors:Db#21,False,False
937,DRIVER_NBR_INDIRECT,results,Db,16038,53440,grid of results,number,number_z=-0.16113,1998-04-12,races:Db#616; drivers:Db#20; constructors:Db#21,False,False
938,DRIVER_NBR_INDIRECT,results,Db,16038,53440,position of results,number,number_z=-0.2002,1998-04-12,races:Db#616; drivers:Db#20; constructors:Db#21,False,False
939,DRIVER_NBR_INDIRECT,results,Db,16038,53440,positionOrder of results,number,number_z=-0.76172,1998-04-12,races:Db#616; drivers:Db#20; constructors:Db#21,False,False
940,DRIVER_NBR_INDIRECT,results,Db,16038,53440,points of results,number,number_z=-0.45117,1998-04-12,races:Db#616; drivers:Db#20; constructors:Db#21,False,False
941,DRIVER_NBR_INDIRECT,results,Db,16038,53440,laps of results,number,number_z=0.87109,1998-04-12,races:Db#616; drivers:Db#20; constructors:Db#21,False,False
942,DRIVER_NBR_INDIRECT,results,Db,16038,53440,milliseconds of results,number,number_z=0.23047,1998-04-12,races:Db#616; drivers:Db#20; constructors:Db#21,False,False
943,DRIVER_NBR_INDIRECT,results,Db,16038,53440,statusId of results,number,number_z=-0.62891,1998-04-12,races:Db#616; drivers:Db#20; constructors:Db#21,False,False
944,DRIVER_NBR_INDIRECT,results,Db,16038,53440,date of results,datetime,1998-04-12,1998-04-12,races:Db#616; drivers:Db#20; constructors:Db#21,False,False
945,DRIVER_NBR_INDIRECT,standings,Db,24295,87777,points of standings,number,number_z=-0.013794,1999-10-31,races:Db#645; drivers:Db#20,False,False
946,DRIVER_NBR_INDIRECT,standings,Db,24295,87777,position of standings,number,number_z=-0.66406,1999-10-31,races:Db#645; drivers:Db#20,False,False
947,DRIVER_NBR_INDIRECT,standings,Db,24295,87777,wins of standings,number,number_z=-0.27148,1999-10-31,races:Db#645; drivers:Db#20,False,False
948,DRIVER_NBR_INDIRECT,standings,Db,24295,87777,date of standings,datetime,1999-10-31,1999-10-31,races:Db#645; drivers:Db#20,False,False
949,DRIVER_NBR_INDIRECT,results,Db,16997,54399,number of results,number,number_z=-0.45117,2000-09-24,races:Db#660; drivers:Db#20; constructors:Db#21,False,False
950,DRIVER_NBR_INDIRECT,results,Db,16997,54399,grid of results,number,number_z=0.53125,2000-09-24,races:Db#660; drivers:Db#20; constructors:Db#21,False,False
951,DRIVER_NBR_INDIRECT,results,Db,16997,54399,positionOrder of results,number,number_z=0.53906,2000-09-24,races:Db#660; drivers:Db#20; constructors:Db#21,False,False
952,DRIVER_NBR_INDIRECT,results,Db,16997,54399,points of results,number,number_z=-0.45117,2000-09-24,races:Db#660; drivers:Db#20; constructors:Db#21,False,False
953,DRIVER_NBR_INDIRECT,results,Db,16997,54399,laps of results,number,number_z=-0.069824,2000-09-24,races:Db#660; drivers:Db#20; constructors:Db#21,False,False
954,DRIVER_NBR_INDIRECT,results,Db,16997,54399,statusId of results,number,number_z=-0.47656,2000-09-24,races:Db#660; drivers:Db#20; constructors:Db#21,False,False
955,DRIVER_NBR_INDIRECT,results,Db,16997,54399,date of results,datetime,2000-09-24,2000-09-24,races:Db#660; drivers:Db#20; constructors:Db#21,False,False
956,DRIVER_NBR_INDIRECT,standings,Db,24334,87816,points of standings,number,number_z=-0.1543,2000-03-26,races:Db#647; drivers:Db#20,False,False
957,DRIVER_NBR_INDIRECT,standings,Db,24334,87816,position of standings,number,number_z=-1.0938,2000-03-26,races:Db#647; drivers:Db#20,False,False
958,DRIVER_NBR_INDIRECT,standings,Db,24334,87816,wins of standings,number,number_z=-0.27148,2000-03-26,races:Db#647; drivers:Db#20,False,False
959,DRIVER_NBR_INDIRECT,standings,Db,24334,87816,date of standings,datetime,2000-03-26,2000-03-26,races:Db#647; drivers:Db#20,False,False
960,FULL_ONLY,races,Db,647,36948,year of races,number,number_z=0.39258,2000-03-26,circuits:Db#17,False,False
961,FULL_ONLY,races,Db,647,36948,round of races,number,number_z=-1.2812,2000-03-26,circuits:Db#17,False,False
962,FULL_ONLY,races,Db,647,36948,name of races,text,Brazilian Grand Prix,2000-03-26,circuits:Db#17,False,False
963,FULL_ONLY,races,Db,647,36948,date of races,datetime,2000-03-26,2000-03-26,circuits:Db#17,False,False
964,FULL_ONLY,races,Db,647,36948,time of races,text,00:00:00,2000-03-26,circuits:Db#17,False,False
965,DRIVER_NBR_INDIRECT,results,Db,15813,53215,number of results,number,number_z=-0.38672,1997-07-27,races:Db#606; drivers:Db#20; constructors:Db#16,False,False
966,DRIVER_NBR_INDIRECT,results,Db,15813,53215,grid of results,number,number_z=-1.2656,1997-07-27,races:Db#606; drivers:Db#20; constructors:Db#16,False,False
967,DRIVER_NBR_INDIRECT,results,Db,15813,53215,position of results,number,number_z=0.62891,1997-07-27,races:Db#606; drivers:Db#20; constructors:Db#16,False,False
968,DRIVER_NBR_INDIRECT,results,Db,15813,53215,positionOrder of results,number,number_z=-0.24121,1997-07-27,races:Db#606; drivers:Db#20; constructors:Db#16,False,False
969,DRIVER_NBR_INDIRECT,results,Db,15813,53215,points of results,number,number_z=-0.45117,1997-07-27,races:Db#606; drivers:Db#20; constructors:Db#16,False,False
970,DRIVER_NBR_INDIRECT,results,Db,15813,53215,laps of results,number,number_z=-0.2041,1997-07-27,races:Db#606; drivers:Db#20; constructors:Db#16,False,False
971,DRIVER_NBR_INDIRECT,results,Db,15813,53215,statusId of results,number,number_z=-0.094727,1997-07-27,races:Db#606; drivers:Db#20; constructors:Db#16,False,False
972,DRIVER_NBR_INDIRECT,results,Db,15813,53215,date of results,datetime,1997-07-27,1997-07-27,races:Db#606; drivers:Db#20; constructors:Db#16,False,False
973,FULL_ONLY,races,Db,606,36907,year of races,number,number_z=0.24512,1997-07-27,circuits:Db#9,False,False
974,FULL_ONLY,races,Db,606,36907,round of races,number,number_z=0.29688,1997-07-27,circuits:Db#9,False,False
975,FULL_ONLY,races,Db,606,36907,name of races,text,German Grand Prix,1997-07-27,circuits:Db#9,False,False
976,FULL_ONLY,races,Db,606,36907,date of races,datetime,1997-07-27,1997-07-27,circuits:Db#9,False,False
977,FULL_ONLY,races,Db,606,36907,time of races,text,00:00:00,1997-07-27,circuits:Db#9,False,False
978,DRIVER_NBR_INDIRECT,results,Db,17408,54810,number of results,number,number_z=-0.71484,2001-10-14,races:Db#679; drivers:Db#20; constructors:Db#21,False,False
979,DRIVER_NBR_INDIRECT,results,Db,17408,54810,grid of results,number,number_z=-0.71484,2001-10-14,races:Db#679; drivers:Db#20; constructors:Db#21,False,False
980,DRIVER_NBR_INDIRECT,results,Db,17408,54810,position of results,number,number_z=1.875,2001-10-14,races:Db#679; drivers:Db#20; constructors:Db#21,False,False
981,DRIVER_NBR_INDIRECT,results,Db,17408,54810,positionOrder of results,number,number_z=0.53906,2001-10-14,races:Db#679; drivers:Db#20; constructors:Db#21,False,False
982,DRIVER_NBR_INDIRECT,results,Db,17408,54810,points of results,number,number_z=-0.45117,2001-10-14,races:Db#679; drivers:Db#20; constructors:Db#21,False,False
983,DRIVER_NBR_INDIRECT,results,Db,17408,54810,laps of results,number,number_z=0.031006,2001-10-14,races:Db#679; drivers:Db#20; constructors:Db#21,False,False
984,DRIVER_NBR_INDIRECT,results,Db,17408,54810,statusId of results,number,number_z=-0.43945,2001-10-14,races:Db#679; drivers:Db#20; constructors:Db#21,False,False
985,DRIVER_NBR_INDIRECT,results,Db,17408,54810,date of results,datetime,2001-10-14,2001-10-14,races:Db#679; drivers:Db#20; constructors:Db#21,False,False
986,DRIVER_NBR_INDIRECT,standings,Db,24355,87837,points of standings,number,number_z=-0.1543,2000-04-09,races:Db#648; drivers:Db#20,False,False
987,DRIVER_NBR_INDIRECT,standings,Db,24355,87837,position of standings,number,number_z=-1.0312,2000-04-09,races:Db#648; drivers:Db#20,False,False
988,DRIVER_NBR_INDIRECT,standings,Db,24355,87837,wins of standings,number,number_z=-0.27148,2000-04-09,races:Db#648; drivers:Db#20,False,False
989,DRIVER_NBR_INDIRECT,standings,Db,24355,87837,date of standings,datetime,2000-04-09,2000-04-09,races:Db#648; drivers:Db#20,False,False
990,FULL_ONLY,races,Db,648,36949,year of races,number,number_z=0.39258,2000-04-09,circuits:Db#20,False,False
991,FULL_ONLY,races,Db,648,36949,round of races,number,number_z=-1.0781,2000-04-09,circuits:Db#20,False,False
992,FULL_ONLY,races,Db,648,36949,name of races,text,San Marino Grand Prix,2000-04-09,circuits:Db#20,False,False
993,FULL_ONLY,races,Db,648,36949,date of races,datetime,2000-04-09,2000-04-09,circuits:Db#20,False,False
994,FULL_ONLY,races,Db,648,36949,time of races,text,00:00:00,2000-04-09,circuits:Db#20,False,False
995,DRIVER_NBR_INDIRECT,standings,Db,22967,86449,points of standings,number,number_z=-0.37891,1996-04-28,races:Db#584; drivers:Db#20,False,False
996,DRIVER_NBR_INDIRECT,standings,Db,22967,86449,position of standings,number,number_z=0.12793,1996-04-28,races:Db#584; drivers:Db#20,False,False
997,DRIVER_NBR_INDIRECT,standings,Db,22967,86449,wins of standings,number,number_z=-0.27148,1996-04-28,races:Db#584; drivers:Db#20,False,False
998,DRIVER_NBR_INDIRECT,standings,Db,22967,86449,date of standings,datetime,1996-04-28,1996-04-28,races:Db#584; drivers:Db#20,False,False
999,FULL_ONLY,races,Db,584,36885,year of races,number,number_z=0.19629,1996-04-28,circuits:Db#19,False,False
1000,FULL_ONLY,races,Db,584,36885,round of races,number,number_z=-0.88281,1996-04-28,circuits:Db#19,False,False
1001,FULL_ONLY,races,Db,584,36885,name of races,text,European Grand Prix,1996-04-28,circuits:Db#19,False,False
1002,FULL_ONLY,races,Db,584,36885,date of races,datetime,1996-04-28,1996-04-28,circuits:Db#19,False,False
1003,FULL_ONLY,races,Db,584,36885,time of races,text,00:00:00,1996-04-28,circuits:Db#19,False,False
1004,DRIVER_NBR_INDIRECT,results,Db,17637,55039,number of results,number,number_z=-0.58203,2002-07-07,races:Db#689; drivers:Db#20; constructors:Db#16,False,False
1005,DRIVER_NBR_INDIRECT,results,Db,17637,55039,grid of results,number,number_z=0.80469,2002-07-07,races:Db#689; drivers:Db#20; constructors:Db#16,False,False
1006,DRIVER_NBR_INDIRECT,results,Db,17637,55039,position of results,number,number_z=-0.2002,2002-07-07,races:Db#689; drivers:Db#20; constructors:Db#16,False,False
1007,DRIVER_NBR_INDIRECT,results,Db,17637,55039,positionOrder of results,number,number_z=-0.76172,2002-07-07,races:Db#689; drivers:Db#20; constructors:Db#16,False,False
1008,DRIVER_NBR_INDIRECT,results,Db,17637,55039,points of results,number,number_z=-0.45117,2002-07-07,races:Db#689; drivers:Db#20; constructors:Db#16,False,False
1009,DRIVER_NBR_INDIRECT,results,Db,17637,55039,laps of results,number,number_z=0.43555,2002-07-07,races:Db#689; drivers:Db#20; constructors:Db#16,False,False
1010,DRIVER_NBR_INDIRECT,results,Db,17637,55039,statusId of results,number,number_z=-0.24805,2002-07-07,races:Db#689; drivers:Db#20; constructors:Db#16,False,False
1011,DRIVER_NBR_INDIRECT,results,Db,17637,55039,date of results,datetime,2002-07-07,2002-07-07,races:Db#689; drivers:Db#20; constructors:Db#16,False,False
1012,FULL_ONLY,races,Db,689,36990,year of races,number,number_z=0.49219,2002-07-07,circuits:Db#8,False,False
1013,FULL_ONLY,races,Db,689,36990,round of races,number,number_z=0.29688,2002-07-07,circuits:Db#8,False,False
1014,FULL_ONLY,races,Db,689,36990,name of races,text,British Grand Prix,2002-07-07,circuits:Db#8,False,False
1015,FULL_ONLY,races,Db,689,36990,date of races,datetime,2002-07-07,2002-07-07,circuits:Db#8,False,False
1016,FULL_ONLY,races,Db,689,36990,time of races,text,00:00:00,2002-07-07,circuits:Db#8,False,False
1017,DRIVER_NBR_INDIRECT,standings,Db,25621,89103,points of standings,number,number_z=-0.098145,2003-08-03,races:Db#708; drivers:Db#20,False,False
1018,DRIVER_NBR_INDIRECT,standings,Db,25621,89103,position of standings,number,number_z=-0.54297,2003-08-03,races:Db#708; drivers:Db#20,False,False
1019,DRIVER_NBR_INDIRECT,standings,Db,25621,89103,wins of standings,number,number_z=0.73438,2003-08-03,races:Db#708; drivers:Db#20,False,False
1020,DRIVER_NBR_INDIRECT,standings,Db,25621,89103,date of standings,datetime,2003-08-03,2003-08-03,races:Db#708; drivers:Db#20,False,False
1021,FULL_ONLY,races,Db,708,37009,year of races,number,number_z=0.53906,2003-08-03,circuits:Db#9,False,False
1022,FULL_ONLY,races,Db,708,37009,round of races,number,number_z=0.69141,2003-08-03,circuits:Db#9,False,False
1023,FULL_ONLY,races,Db,708,37009,name of races,text,German Grand Prix,2003-08-03,circuits:Db#9,False,False
